delta,isentropic,data_size,fig_size,device_type,cpu,memory,consumption,timestamp,gpu
28,100,30,1,Laptop,7,38,19,2024-03-21 15:18:04.563946,0
27,100,30,1,Laptop,6,38,19,2024-03-21 15:18:04.844308,0
28,100,30,1,Laptop,8,38,19,2024-03-21 15:18:05.133834,0
31,100,30,1,Laptop,9,38,19,2024-03-21 15:18:05.447826,0
35,100,30,1,Laptop,16,38,19,2024-03-21 15:18:05.805616,0
40,100,30,1,Laptop,14,38,19,2024-03-21 15:18:06.206964,0
42,100,30,1,Laptop,19,38,20,2024-03-21 15:18:06.635071,0
40,100,30,1,Laptop,8,38,19,2024-03-21 15:18:07.045481,0
34,100,30,1,Laptop,11,38,19,2024-03-21 15:18:07.394724,0
31,100,30,1,Laptop,7,38,19,2024-03-21 15:18:07.708775,0
32,100,30,10,Laptop,11,38,19,2024-03-21 15:18:08.030226,0
32,100,30,10,Laptop,7,38,19,2024-03-21 15:18:08.352139,0
31,100,30,10,Laptop,9,38,19,2024-03-21 15:18:08.671883,0
36,100,30,10,Laptop,13,38,19,2024-03-21 15:18:09.039747,0
32,100,30,10,Laptop,6,38,19,2024-03-21 15:18:09.363922,0
30,100,30,10,Laptop,6,38,19,2024-03-21 15:18:09.669949,0
29,100,30,10,Laptop,6,38,19,2024-03-21 15:18:09.963485,0
28,100,30,10,Laptop,7,38,19,2024-03-21 15:18:10.251245,0
28,100,30,10,Laptop,6,38,19,2024-03-21 15:18:10.537360,0
28,100,30,10,Laptop,7,38,19,2024-03-21 15:18:10.827703,0
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.122084,0
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.416094,0
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.711559,0
28,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.996884,0
28,100,30,20,Laptop,6,38,19,2024-03-21 15:18:12.280960,0
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:12.576564,0
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:12.869973,0
30,100,30,20,Laptop,6,38,19,2024-03-21 15:18:13.174536,0
29,100,30,20,Laptop,7,38,19,2024-03-21 15:18:13.470129,0
30,100,30,20,Laptop,6,38,19,2024-03-21 15:18:13.770913,0
33,100,30,50,Laptop,6,39,19,2024-03-21 15:18:14.105507,0
32,100,30,50,Laptop,6,39,19,2024-03-21 15:18:14.431148,0
49,100,30,50,Laptop,7,34,19,2024-03-21 15:18:14.922330,0
35,100,30,50,Laptop,8,34,19,2024-03-21 15:18:15.273161,0
32,100,30,50,Laptop,6,34,19,2024-03-21 15:18:15.596730,0
31,100,30,50,Laptop,6,34,19,2024-03-21 15:18:15.912651,0
31,100,30,50,Laptop,6,34,19,2024-03-21 15:18:16.231372,0
31,100,30,50,Laptop,6,35,19,2024-03-21 15:18:16.545479,0
31,100,30,50,Laptop,7,35,19,2024-03-21 15:18:16.857298,0
31,100,30,50,Laptop,6,35,19,2024-03-21 15:18:17.171863,0
37,100,30,80,Laptop,7,36,19,2024-03-21 15:18:17.548158,0
38,100,30,80,Laptop,7,36,19,2024-03-21 15:18:17.929780,0
38,100,30,80,Laptop,6,36,19,2024-03-21 15:18:18.318607,0
36,100,30,80,Laptop,7,37,19,2024-03-21 15:18:18.686857,0
37,100,30,80,Laptop,6,38,19,2024-03-21 15:18:19.058589,0
38,100,30,80,Laptop,7,38,19,2024-03-21 15:18:19.445376,0
36,100,30,80,Laptop,7,39,19,2024-03-21 15:18:19.815149,0
37,100,30,80,Laptop,6,39,19,2024-03-21 15:18:20.186128,0
36,100,30,80,Laptop,6,39,19,2024-03-21 15:18:20.554085,0
35,100,30,80,Laptop,7,39,19,2024-03-21 15:18:20.913660,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.185686,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.380972,0
19,200,5,1,Laptop,7,39,19,2024-03-21 15:18:21.576846,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.775449,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.974464,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.174777,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.371004,0
20,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.571471,0
19,200,5,1,Laptop,7,39,19,2024-03-21 15:18:22.768967,0
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.967871,0
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:23.167475,0
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:23.367826,0
20,200,5,10,Laptop,7,39,19,2024-03-21 15:18:23.570507,0
20,200,5,10,Laptop,6,39,19,2024-03-21 15:18:23.774737,0
20,200,5,10,Laptop,7,39,19,2024-03-21 15:18:23.979173,0
20,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.184277,0
20,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.385009,0
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.583060,0
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.780049,0
19,200,5,10,Laptop,7,39,19,2024-03-21 15:18:24.977927,0
19,200,5,20,Laptop,6,39,19,2024-03-21 15:18:25.176701,0
38,200,5,20,Laptop,7,33,19,2024-03-21 15:18:25.563672,0
21,200,5,20,Laptop,6,33,19,2024-03-21 15:18:25.779960,0
19,200,5,20,Laptop,5,33,19,2024-03-21 15:18:25.973454,0
20,200,5,20,Laptop,7,33,19,2024-03-21 15:18:26.176317,0
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.377535,0
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.584590,0
19,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.782895,0
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.985916,0
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:27.187602,0
23,200,5,50,Laptop,7,34,19,2024-03-21 15:18:27.423980,0
23,200,5,50,Laptop,6,34,19,2024-03-21 15:18:27.659548,0
23,200,5,50,Laptop,6,34,19,2024-03-21 15:18:27.895244,0
22,200,5,50,Laptop,6,34,19,2024-03-21 15:18:28.124836,0
22,200,5,50,Laptop,6,35,19,2024-03-21 15:18:28.352539,0
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:28.587177,0
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:28.817977,0
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:29.048740,0
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:29.283915,0
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:29.514728,0
28,200,5,80,Laptop,7,36,19,2024-03-21 15:18:29.804140,0
29,200,5,80,Laptop,6,36,19,2024-03-21 15:18:30.098622,0
27,200,5,80,Laptop,6,37,19,2024-03-21 15:18:30.378400,0
29,200,5,80,Laptop,6,37,19,2024-03-21 15:18:30.669801,0
27,200,5,80,Laptop,6,37,19,2024-03-21 15:18:30.948283,0
28,200,5,80,Laptop,7,38,19,2024-03-21 15:18:31.229619,0
28,200,5,80,Laptop,6,38,19,2024-03-21 15:18:31.515942,0
27,200,5,80,Laptop,6,39,19,2024-03-21 15:18:31.794102,0
27,200,5,80,Laptop,6,40,19,2024-03-21 15:18:32.072121,0
28,200,5,80,Laptop,6,40,19,2024-03-21 15:18:32.361866,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:32.574510,0
21,200,10,1,Laptop,7,40,19,2024-03-21 15:18:32.787796,0
21,200,10,1,Laptop,7,40,19,2024-03-21 15:18:33.002414,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:33.221611,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:33.435620,0
21,200,10,1,Laptop,7,40,19,2024-03-21 15:18:33.651105,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:33.863334,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:34.077520,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:34.296499,0
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:34.515331,0
21,200,10,10,Laptop,6,40,19,2024-03-21 15:18:34.734244,0
21,200,10,10,Laptop,6,40,19,2024-03-21 15:18:34.951136,0
41,200,10,10,Laptop,6,33,19,2024-03-21 15:18:35.370479,0
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:35.587625,0
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:35.803230,0
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.017167,0
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.234929,0
22,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.455995,0
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.673368,0
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.888910,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.104427,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.319945,0
21,200,10,20,Laptop,7,33,19,2024-03-21 15:18:37.537200,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.754345,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.971152,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.189746,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.408700,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.624479,0
22,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.846316,0
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:39.063789,0
25,200,10,50,Laptop,7,34,19,2024-03-21 15:18:39.321774,0
25,200,10,50,Laptop,7,34,19,2024-03-21 15:18:39.579661,0
24,200,10,50,Laptop,6,34,19,2024-03-21 15:18:39.829978,0
25,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.085974,0
24,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.334922,0
24,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.581166,0
25,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.834169,0
24,200,10,50,Laptop,6,35,19,2024-03-21 15:18:41.080427,0
24,200,10,50,Laptop,6,35,19,2024-03-21 15:18:41.327146,0
25,200,10,50,Laptop,6,35,19,2024-03-21 15:18:41.578239,0
29,200,10,80,Laptop,6,36,19,2024-03-21 15:18:41.878140,0
31,200,10,80,Laptop,6,36,19,2024-03-21 15:18:42.189169,0
31,200,10,80,Laptop,7,36,19,2024-03-21 15:18:42.501469,0
29,200,10,80,Laptop,6,37,19,2024-03-21 15:18:42.799955,0
30,200,10,80,Laptop,6,37,19,2024-03-21 15:18:43.110138,0
31,200,10,80,Laptop,7,37,19,2024-03-21 15:18:43.422163,0
29,200,10,80,Laptop,6,37,19,2024-03-21 15:18:43.717640,0
30,200,10,80,Laptop,6,37,19,2024-03-21 15:18:44.026636,0
29,200,10,80,Laptop,6,38,19,2024-03-21 15:18:44.323902,0
29,200,10,80,Laptop,7,39,19,2024-03-21 15:18:44.621634,0
26,200,20,1,Laptop,6,38,19,2024-03-21 15:18:44.891272,0
26,200,20,1,Laptop,6,38,19,2024-03-21 15:18:45.153005,0
42,200,20,1,Laptop,6,33,19,2024-03-21 15:18:45.582345,0
24,200,20,1,Laptop,7,33,19,2024-03-21 15:18:45.828622,0
24,200,20,1,Laptop,7,33,19,2024-03-21 15:18:46.076862,0
25,200,20,1,Laptop,7,33,19,2024-03-21 15:18:46.328942,0
24,200,20,1,Laptop,6,33,19,2024-03-21 15:18:46.578351,0
24,200,20,1,Laptop,6,33,19,2024-03-21 15:18:46.826384,0
24,200,20,1,Laptop,7,33,19,2024-03-21 15:18:47.076205,0
24,200,20,1,Laptop,6,33,19,2024-03-21 15:18:47.323671,0
24,200,20,10,Laptop,7,33,19,2024-03-21 15:18:47.571919,0
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:47.819049,0
24,200,20,10,Laptop,7,33,19,2024-03-21 15:18:48.066639,0
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:48.315054,0
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:48.561117,0
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:48.811425,0
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.057968,0
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.303890,0
25,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.554959,0
25,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.806206,0
24,200,20,20,Laptop,6,33,19,2024-03-21 15:18:50.056525,0
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:50.309258,0
24,200,20,20,Laptop,7,33,19,2024-03-21 15:18:50.556054,0
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:50.813426,0
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.068305,0
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.328609,0
26,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.594610,0
26,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.855640,0
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:52.115137,0
26,200,20,20,Laptop,7,33,19,2024-03-21 15:18:52.381977,0
29,200,20,50,Laptop,7,34,19,2024-03-21 15:18:52.677709,0
30,200,20,50,Laptop,6,34,19,2024-03-21 15:18:52.978408,0
29,200,20,50,Laptop,6,34,19,2024-03-21 15:18:53.277791,0
28,200,20,50,Laptop,7,34,19,2024-03-21 15:18:53.564461,0
29,200,20,50,Laptop,6,34,19,2024-03-21 15:18:53.864234,0
30,200,20,50,Laptop,6,34,19,2024-03-21 15:18:54.167498,0
28,200,20,50,Laptop,6,34,19,2024-03-21 15:18:54.454372,0
31,200,20,50,Laptop,8,34,19,2024-03-21 15:18:54.767614,0
33,200,20,50,Laptop,7,35,19,2024-03-21 15:18:55.099873,0
29,200,20,50,Laptop,6,35,19,2024-03-21 15:18:55.394756,0
34,200,20,80,Laptop,6,35,19,2024-03-21 15:18:55.744368,0
33,200,20,80,Laptop,6,36,19,2024-03-21 15:18:56.084420,0
48,200,20,80,Laptop,6,34,19,2024-03-21 15:18:56.568061,0
34,200,20,80,Laptop,6,34,19,2024-03-21 15:18:56.914342,0
33,200,20,80,Laptop,6,35,19,2024-03-21 15:18:57.248864,0
32,200,20,80,Laptop,6,35,19,2024-03-21 15:18:57.577155,0
33,200,20,80,Laptop,6,35,19,2024-03-21 15:18:57.914876,0
32,200,20,80,Laptop,6,36,19,2024-03-21 15:18:58.242786,0
32,200,20,80,Laptop,6,37,19,2024-03-21 15:18:58.567607,0
33,200,20,80,Laptop,6,37,19,2024-03-21 15:18:58.906835,0
27,200,30,1,Laptop,6,37,19,2024-03-21 15:18:59.181583,0
27,200,30,1,Laptop,6,37,19,2024-03-21 15:18:59.452307,0
28,200,30,1,Laptop,6,37,19,2024-03-21 15:18:59.734571,0
28,200,30,1,Laptop,7,37,19,2024-03-21 15:19:00.017396,0
27,200,30,1,Laptop,7,37,19,2024-03-21 15:19:00.295835,0
28,200,30,1,Laptop,6,37,19,2024-03-21 15:19:00.578131,0
27,200,30,1,Laptop,8,37,19,2024-03-21 15:19:00.858595,0
28,200,30,1,Laptop,6,37,19,2024-03-21 15:19:01.140365,0
28,200,30,1,Laptop,6,37,19,2024-03-21 15:19:01.422718,0
27,200,30,1,Laptop,7,37,19,2024-03-21 15:19:01.701619,0
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:01.984152,0
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:02.274309,0
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:02.566478,0
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:02.859367,0
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:03.151385,0
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:03.439675,0
29,200,30,10,Laptop,7,37,19,2024-03-21 15:19:03.738801,0
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:04.033472,0
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:04.323999,0
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:04.614454,0
29,200,30,20,Laptop,7,37,19,2024-03-21 15:19:04.911992,0
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:05.209167,0
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:05.506837,0
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:05.798387,0
28,200,30,20,Laptop,6,37,19,2024-03-21 15:19:06.083520,0
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:06.380698,0
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:06.673093,0
30,200,30,20,Laptop,7,37,19,2024-03-21 15:19:06.982382,0
29,200,30,20,Laptop,7,37,19,2024-03-21 15:19:07.281551,0
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:07.579459,0
32,200,30,50,Laptop,6,37,19,2024-03-21 15:19:07.909082,0
32,200,30,50,Laptop,6,38,19,2024-03-21 15:19:08.232511,0
49,200,30,50,Laptop,6,33,19,2024-03-21 15:19:08.723330,0
31,200,30,50,Laptop,6,33,19,2024-03-21 15:19:09.041065,0
31,200,30,50,Laptop,7,34,19,2024-03-21 15:19:09.353122,0
31,200,30,50,Laptop,6,34,19,2024-03-21 15:19:09.668457,0
32,200,30,50,Laptop,6,34,19,2024-03-21 15:19:09.989232,0
31,200,30,50,Laptop,6,34,19,2024-03-21 15:19:10.305706,0
31,200,30,50,Laptop,6,35,19,2024-03-21 15:19:10.618911,0
31,200,30,50,Laptop,7,35,19,2024-03-21 15:19:10.934293,0
35,200,30,80,Laptop,6,35,19,2024-03-21 15:19:11.294585,0
35,200,30,80,Laptop,6,36,19,2024-03-21 15:19:11.652916,0
36,200,30,80,Laptop,6,36,19,2024-03-21 15:19:12.022571,0
35,200,30,80,Laptop,6,37,19,2024-03-21 15:19:12.380096,0
35,200,30,80,Laptop,6,38,19,2024-03-21 15:19:12.736688,0
36,200,30,80,Laptop,6,38,19,2024-03-21 15:19:13.105503,0
35,200,30,80,Laptop,6,39,19,2024-03-21 15:19:13.465306,0
36,200,30,80,Laptop,6,39,19,2024-03-21 15:19:13.830645,0
37,200,30,80,Laptop,7,38,19,2024-03-21 15:19:14.205544,0
36,200,30,80,Laptop,7,39,19,2024-03-21 15:19:14.571215,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:15.105424,0
46,296,5,1,Laptop,6,39,19,2024-03-21 15:19:15.566451,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:16.021302,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:16.474326,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:16.933953,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:17.389220,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:17.841834,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:18.298679,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:18.752949,0
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:19.208423,0
50,296,5,10,Laptop,10,39,19,2024-03-21 15:19:19.718521,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:20.238587,0
52,296,5,10,Laptop,9,39,19,2024-03-21 15:19:20.761477,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:21.277928,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:21.792229,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:22.304400,0
52,296,5,10,Laptop,9,39,19,2024-03-21 15:19:22.829983,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:23.346746,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:23.864343,0
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:24.377722,0
72,296,5,20,Laptop,8,33,19,2024-03-21 15:19:25.105913,0
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:25.638123,0
52,296,5,20,Laptop,9,33,19,2024-03-21 15:19:26.167648,0
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:26.698332,0
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:27.231300,0
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:27.764896,0
52,296,5,20,Laptop,9,33,19,2024-03-21 15:19:28.293108,0
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:28.829554,0
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:29.361120,0
52,296,5,20,Laptop,9,33,19,2024-03-21 15:19:29.890309,0
58,296,5,50,Laptop,8,34,19,2024-03-21 15:19:30.473676,0
57,296,5,50,Laptop,9,34,19,2024-03-21 15:19:31.053493,0
57,296,5,50,Laptop,9,34,19,2024-03-21 15:19:31.628673,0
57,296,5,50,Laptop,9,35,19,2024-03-21 15:19:32.204422,0
57,296,5,50,Laptop,8,35,19,2024-03-21 15:19:32.782262,0
57,296,5,50,Laptop,9,35,19,2024-03-21 15:19:33.360809,0
56,296,5,50,Laptop,8,35,19,2024-03-21 15:19:33.930426,0
57,296,5,50,Laptop,9,36,19,2024-03-21 15:19:34.505852,0
58,296,5,50,Laptop,9,36,19,2024-03-21 15:19:35.086437,0
58,296,5,50,Laptop,8,36,19,2024-03-21 15:19:35.671436,0
81,296,5,80,Laptop,8,34,19,2024-03-21 15:19:36.485661,0
62,296,5,80,Laptop,8,35,19,2024-03-21 15:19:37.114770,0
62,296,5,80,Laptop,9,35,19,2024-03-21 15:19:37.739964,0
62,296,5,80,Laptop,8,36,19,2024-03-21 15:19:38.362286,0
62,296,5,80,Laptop,8,37,19,2024-03-21 15:19:38.991554,0
63,296,5,80,Laptop,8,38,19,2024-03-21 15:19:39.630123,0
64,296,5,80,Laptop,8,39,19,2024-03-21 15:19:40.275889,0
64,296,5,80,Laptop,9,39,19,2024-03-21 15:19:40.926377,0
64,296,5,80,Laptop,9,40,19,2024-03-21 15:19:41.573157,0
64,296,5,80,Laptop,8,41,19,2024-03-21 15:19:42.221372,0
148,296,10,1,Laptop,7,41,19,2024-03-21 15:19:43.709495,0
151,296,10,1,Laptop,8,41,19,2024-03-21 15:19:45.224887,0
149,296,10,1,Laptop,7,41,19,2024-03-21 15:19:46.715646,0
151,296,10,1,Laptop,8,41,19,2024-03-21 15:19:48.231713,0
148,296,10,1,Laptop,7,41,19,2024-03-21 15:19:49.720227,0
145,296,10,1,Laptop,7,41,19,2024-03-21 15:19:51.175868,0
146,296,10,1,Laptop,7,41,19,2024-03-21 15:19:52.642071,0
147,296,10,1,Laptop,7,41,19,2024-03-21 15:19:54.114431,0
166,296,10,1,Laptop,7,33,19,2024-03-21 15:19:55.780902,0
153,296,10,1,Laptop,7,33,19,2024-03-21 15:19:57.314468,0
150,296,10,10,Laptop,7,33,19,2024-03-21 15:19:58.817178,0
148,296,10,10,Laptop,7,33,19,2024-03-21 15:20:00.300202,0
152,296,10,10,Laptop,7,33,19,2024-03-21 15:20:01.822577,0
153,296,10,10,Laptop,7,33,19,2024-03-21 15:20:03.358650,0
148,296,10,10,Laptop,7,33,19,2024-03-21 15:20:04.846218,0
148,296,10,10,Laptop,7,33,19,2024-03-21 15:20:06.327882,0
150,296,10,10,Laptop,7,33,19,2024-03-21 15:20:07.828935,0
148,296,10,10,Laptop,7,33,19,2024-03-21 15:20:09.315142,0
148,296,10,10,Laptop,7,33,19,2024-03-21 15:20:10.805043,0
149,296,10,10,Laptop,7,33,19,2024-03-21 15:20:12.299880,0
151,296,10,20,Laptop,7,33,19,2024-03-21 15:20:13.815645,0
150,296,10,20,Laptop,7,33,19,2024-03-21 15:20:15.319230,0
151,296,10,20,Laptop,7,33,19,2024-03-21 15:20:16.830005,0
153,296,10,20,Laptop,7,33,19,2024-03-21 15:20:18.368054,0
150,296,10,20,Laptop,7,33,19,2024-03-21 15:20:19.872908,0
161,296,10,20,Laptop,7,33,19,2024-03-21 15:20:21.490890,0
151,296,10,20,Laptop,7,33,19,2024-03-21 15:20:23.003439,0
150,296,10,20,Laptop,7,33,19,2024-03-21 15:20:24.512419,0
152,296,10,20,Laptop,7,33,19,2024-03-21 15:20:26.040120,0
192,296,10,20,Laptop,11,34,19,2024-03-21 15:20:27.961502,0
209,296,10,50,Laptop,12,34,19,2024-03-21 15:20:30.055163,0
200,296,10,50,Laptop,9,34,19,2024-03-21 15:20:32.059281,0
184,296,10,50,Laptop,9,35,19,2024-03-21 15:20:33.901143,0
159,296,10,50,Laptop,7,35,19,2024-03-21 15:20:35.492176,0
168,296,10,50,Laptop,8,35,19,2024-03-21 15:20:37.181218,0
226,296,10,50,Laptop,13,36,19,2024-03-21 15:20:39.442619,0
184,296,10,50,Laptop,8,36,19,2024-03-21 15:20:41.283959,0
231,296,10,50,Laptop,18,36,20,2024-03-21 15:20:43.596540,0
192,296,10,50,Laptop,11,36,19,2024-03-21 15:20:45.521562,0
180,296,10,50,Laptop,9,37,19,2024-03-21 15:20:47.328236,0
230,296,10,80,Laptop,11,34,19,2024-03-21 15:20:49.634063,0
192,296,10,80,Laptop,8,35,19,2024-03-21 15:20:51.555102,0
166,296,10,80,Laptop,7,36,19,2024-03-21 15:20:53.222233,0
164,296,10,80,Laptop,7,36,19,2024-03-21 15:20:54.870852,0
295,296,10,80,Laptop,19,37,20,2024-03-21 15:20:57.821921,0
211,296,10,80,Laptop,10,38,19,2024-03-21 15:20:59.938342,0
194,296,10,80,Laptop,10,39,19,2024-03-21 15:21:01.882817,0
194,296,10,80,Laptop,10,39,19,2024-03-21 15:21:03.832846,0
200,296,10,80,Laptop,10,40,19,2024-03-21 15:21:05.840676,0
172,296,10,80,Laptop,7,41,19,2024-03-21 15:21:07.562878,0
310,296,20,1,Laptop,9,41,19,2024-03-21 15:21:10.671407,0
281,296,20,1,Laptop,7,41,19,2024-03-21 15:21:13.489979,0
280,296,20,1,Laptop,7,41,19,2024-03-21 15:21:16.296886,0
351,296,20,1,Laptop,9,33,19,2024-03-21 15:21:19.814197,0
290,296,20,1,Laptop,8,33,19,2024-03-21 15:21:22.720742,0
300,296,20,1,Laptop,8,33,19,2024-03-21 15:21:25.722418,0
272,296,20,1,Laptop,7,33,19,2024-03-21 15:21:28.452096,0
272,296,20,1,Laptop,7,33,19,2024-03-21 15:21:31.182221,0
273,296,20,1,Laptop,7,33,19,2024-03-21 15:21:33.916017,0
272,296,20,1,Laptop,7,33,19,2024-03-21 15:21:36.645137,0
282,296,20,10,Laptop,7,33,19,2024-03-21 15:21:39.465809,0
296,296,20,10,Laptop,8,33,19,2024-03-21 15:21:42.433230,0
283,296,20,10,Laptop,7,33,19,2024-03-21 15:21:45.271624,0
315,296,20,10,Laptop,14,33,19,2024-03-21 15:21:48.431194,0
396,296,20,10,Laptop,21,33,20,2024-03-21 15:21:52.395255,0
338,296,20,10,Laptop,10,33,19,2024-03-21 15:21:55.776989,0
335,296,20,10,Laptop,9,34,19,2024-03-21 15:21:59.128317,0
319,296,20,10,Laptop,9,33,19,2024-03-21 15:22:02.323408,0
367,296,20,10,Laptop,13,33,19,2024-03-21 15:22:05.995054,0
336,296,20,10,Laptop,9,34,19,2024-03-21 15:22:09.363499,0
306,296,20,20,Laptop,8,33,19,2024-03-21 15:22:12.430870,0
316,296,20,20,Laptop,8,33,19,2024-03-21 15:22:15.596344,0
324,296,20,20,Laptop,9,33,19,2024-03-21 15:22:18.844879,0
302,296,20,20,Laptop,8,33,19,2024-03-21 15:22:21.869010,0
328,296,20,20,Laptop,9,34,19,2024-03-21 15:22:25.151177,0
322,296,20,20,Laptop,9,34,19,2024-03-21 15:22:28.378054,0
342,296,20,20,Laptop,10,34,19,2024-03-21 15:22:31.802408,0
